source,company,title,location,remote,food_keywords_matched,keyword_count,perk_excerpt,date_posted,url
Greenhouse,Robinhood,"Senior Performance Marketing Manager, International","Menlo Park, CA; New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-03,https://boards.greenhouse.io/robinhood/jobs/7615864?t=gh_src=&gh_jid=7615864
Greenhouse,Robinhood,"Senior Product Designer, Money Movement","Bellevue, WA; Menlo Park, CA; New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-03-18,https://boards.greenhouse.io/robinhood/jobs/7202302?t=gh_src=&gh_jid=7202302
Greenhouse,Robinhood,"Senior Product Designer, Banking","Menlo Park, CA; New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-03-29,https://boards.greenhouse.io/robinhood/jobs/7511787?t=gh_src=&gh_jid=7511787
Greenhouse,Robinhood,"Senior Product Designer, Prediction Markets","Menlo Park, CA; New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-08,https://boards.greenhouse.io/robinhood/jobs/7490012?t=gh_src=&gh_jid=7490012
Greenhouse,Robinhood,"Senior Product Designer, Trading AI","Bellevue, WA; Menlo Park, CA; New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-14,https://boards.greenhouse.io/robinhood/jobs/7812048?t=gh_src=&gh_jid=7812048
Greenhouse,Robinhood,Senior Product Marketing Manager,"Menlo Park, CA; New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-03,https://boards.greenhouse.io/robinhood/jobs/7736547?t=gh_src=&gh_jid=7736547
Greenhouse,Robinhood,"Senior Recruiter, General Engineering","Chicago, IL; Menlo Park, CA; New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul> <p><br><br>...",2026-04-14,https://boards.greenhouse.io/robinhood/jobs/7811977?t=gh_src=&gh_jid=7811977
Greenhouse,Robinhood,Senior Product Sourcer,"Chicago, IL; Menlo Park, CA; New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul> <p>&nbsp;</...",2026-04-03,https://boards.greenhouse.io/robinhood/jobs/7685059?t=gh_src=&gh_jid=7685059
Greenhouse,Robinhood,Senior Security GRC Analyst,"Menlo Park, CA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7676724?t=gh_src=&gh_jid=7676724
Greenhouse,Robinhood,"Senior Security Engineer, AI Vulnerability Management","Menlo Park, CA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7728174?t=gh_src=&gh_jid=7728174
Greenhouse,Robinhood,"Senior Software Engineer, AI Infrastructure","Menlo Park, CA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7782697?t=gh_src=&gh_jid=7782697
Greenhouse,Robinhood,"Senior Software Engineer, Agentic","Bellevue, WA; Menlo Park, CA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7489731?t=gh_src=&gh_jid=7489731
Greenhouse,Robinhood,"Senior Software Engineer, Capacity & Efficiency ","Bellevue, WA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7489675?t=gh_src=&gh_jid=7489675
Greenhouse,Robinhood,"Senior Software Engineer, Data Engineering","Menlo Park, CA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-03-18,https://boards.greenhouse.io/robinhood/jobs/4738660?t=gh_src=&gh_jid=4738660
Greenhouse,Robinhood,"Senior Software Engineer, Streaming Platform","Bellevue, WA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7805145?t=gh_src=&gh_jid=7805145
Greenhouse,Robinhood,"Senior Software Engineer, Storage Platform","Bellevue, WA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7729019?t=gh_src=&gh_jid=7729019
Greenhouse,Robinhood,"Senior Staff Software Engineer, Data Platform","Bellevue, WA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul> <h2><br><br...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7729014?t=gh_src=&gh_jid=7729014
Greenhouse,Robinhood,Senior Tax Manager,"Menlo Park, CA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-10,https://boards.greenhouse.io/robinhood/jobs/7490029?t=gh_src=&gh_jid=7490029
Greenhouse,Robinhood,iOS Engineer,"New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.&nbsp;</li> <li>Monthly...",2026-04-08,https://boards.greenhouse.io/robinhood/jobs/6674980?t=gh_src=&gh_jid=6674980
Greenhouse,Robinhood,"Senior Technical Program Manager, Privacy","New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7773503?t=gh_src=&gh_jid=7773503
Greenhouse,Robinhood,Social Designated Principal,"Chicago, IL; Denver, CO; Lake Mary, FL; New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-03-18,https://boards.greenhouse.io/robinhood/jobs/7639060?t=gh_src=&gh_jid=7639060
Greenhouse,Robinhood,"Software Backend Engineer, Credit Cards & Banking Platform","Bellevue, WA; Menlo Park, CA; New York, NY",On-site,catered meals,1,"...t=""3506"" data-end=""3592"">Exceptional office experience with catered meals, events, and comfortable workspaces</li> </ul><div class=""c...",2026-04-14,https://boards.greenhouse.io/robinhood/jobs/7022255?t=gh_src=&gh_jid=7022255
Greenhouse,Robinhood,"Software Engineer, Backend","Menlo Park, CA",On-site,catered meals,1,"...t=""3913"" data-end=""3999"">Exceptional office experience with catered meals, events, and comfortable workspaces</p> </li> </ul><div cla...",2026-04-08,https://boards.greenhouse.io/robinhood/jobs/7263592?t=gh_src=&gh_jid=7263592
Greenhouse,Robinhood,Capacity Planning & Forecasting Analyst,"Denver, CO; Westlake, TX",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces</li> </ul><div class=""c...",2026-04-14,https://boards.greenhouse.io/robinhood/jobs/7804765?t=gh_src=&gh_jid=7804765
Greenhouse,Robinhood,Staff Offensive Security Engineer,"Bellevue, WA",On-site,"catered meals, fully stocked kitchen, stocked kitchen",3,"...al leave, and more!</li> <li>Lively office environment with catered meals, fully stocked kitchens, and geo-specific commuter benefits...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7460167?t=gh_src=&gh_jid=7460167
Greenhouse,Robinhood,"Staff Data Scientist, Product (Crypto)","Menlo Park, CA; New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7489743?t=gh_src=&gh_jid=7489743
Greenhouse,Robinhood,"Staff Machine Learning Engineer, Agentic","Bellevue, WA; Menlo Park, CA",On-site,catered meals,1,"...al leave, and more!<br>● Exceptional office experience with catered meals, events, and comfortable workspaces</p><div class=""content-...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7676714?t=gh_src=&gh_jid=7676714
Greenhouse,Robinhood,"Software Engineering Manager, Growth","Menlo Park, CA",On-site,catered meals,1,"...al leave, and more!<br>● Exceptional office experience with catered meals, events, and comfortable workspaces.&nbsp;</p><div class=""c...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7489695?t=gh_src=&gh_jid=7489695
Greenhouse,Robinhood,"Staff Product Manager, Banking","Menlo Park, CA; New York, NY; Washington, DC",On-site,"catered meals, fully stocked kitchen, stocked kitchen",3,"...al leave, and more!</li> <li>Lively office environment with catered meals, fully stocked kitchens, and geo-specific commuter benefits...",2026-04-06,https://boards.greenhouse.io/robinhood/jobs/7587151?t=gh_src=&gh_jid=7587151
Greenhouse,Robinhood,"Staff Product Designer, Crypto","Bellevue, WA; Menlo Park, CA; New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul> <p>&nbsp;</...",2026-04-03,https://boards.greenhouse.io/robinhood/jobs/6545329?t=gh_src=&gh_jid=6545329
Greenhouse,Robinhood,"Staff Product Manager, International","Menlo Park, CA; New York, NY",On-site,"catered meals, fully stocked kitchen, stocked kitchen",3,"...al leave, and more!</li> <li>Lively office environment with catered meals, fully stocked kitchens, and geo-specific commuter benefits...",2026-04-14,https://boards.greenhouse.io/robinhood/jobs/7812801?t=gh_src=&gh_jid=7812801
Greenhouse,Robinhood,"Staff Security Analyst, Threat Intelligence","Menlo Park, CA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7615745?t=gh_src=&gh_jid=7615745
Greenhouse,Robinhood,"Staff Software Engineer, Crypto Custody","Menlo Park, CA; New York, NY",On-site,catered meals,1,"...t=""3494"" data-end=""3580"">Exceptional office experience with catered meals, events, and comfortable workspaces</p> </li> </ul><div cla...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7470947?t=gh_src=&gh_jid=7470947
Greenhouse,Robinhood,"Staff Security Engineer, Application Security","Bellevue, WA; Menlo Park, CA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7754299?t=gh_src=&gh_jid=7754299
Greenhouse,Robinhood,"Staff Software Engineer, Streaming Infrastructure","Bellevue, WA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7489755?t=gh_src=&gh_jid=7489755
Greenhouse,Robinhood,Staff Workday Engineer,"Menlo Park, CA",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7729682?t=gh_src=&gh_jid=7729682
Greenhouse,Robinhood,Staff Technical Program Manager,"Menlo Park, CA; New York, NY",On-site,catered meals,1,"...""3918"" data-end=""3921"">● Exceptional office experience with catered meals, events, and comfortable workspaces</p><div class=""content-...",2026-04-12,https://boards.greenhouse.io/robinhood/jobs/7489212?t=gh_src=&gh_jid=7489212
Greenhouse,Robinhood,Staff Technical Program Manager - Reliability Engineering,"Menlo Park, CA",On-site,catered meals,1,"...al leave, and more!<br>● Exceptional office experience with catered meals, events, and comfortable workspaces</p> <p>&nbsp;</p><div c...",2026-04-13,https://boards.greenhouse.io/robinhood/jobs/7739577?t=gh_src=&gh_jid=7739577
Greenhouse,Robinhood,Transitional Services Senior Specialist,"Chicago, IL; Denver, CO; Westlake, TX",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-07,https://boards.greenhouse.io/robinhood/jobs/7561621?t=gh_src=&gh_jid=7561621
Greenhouse,Robinhood,Vendor Trainer,"Chicago, IL; Denver, CO; Westlake, TX",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-03-27,https://boards.greenhouse.io/robinhood/jobs/7485770?t=gh_src=&gh_jid=7485770
Greenhouse,Robinhood,Web Engineer,"Menlo Park, CA",On-site,"catered meals, fully stocked kitchen, stocked kitchen",3,"...al leave, and more!</li> <li>Lively office environment with catered meals, fully stocked kitchens, and geo-specific commuter benefits...",2026-03-18,https://boards.greenhouse.io/robinhood/jobs/7543003?t=gh_src=&gh_jid=7543003
Greenhouse,Robinhood,Workplace Operations Specialist,"New York, NY",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-14,https://boards.greenhouse.io/robinhood/jobs/7743508?t=gh_src=&gh_jid=7743508
Greenhouse,Zocdoc,AI Support Operations Manager,"New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7717003
Greenhouse,Robinhood,Workplace Operations Specialist,"Washington, DC",On-site,catered meals,1,"...eave, and more!</li> <li>Exceptional office experience with catered meals, events, and comfortable workspaces.</li> </ul><div class=""...",2026-04-14,https://boards.greenhouse.io/robinhood/jobs/7815583?t=gh_src=&gh_jid=7815583
Greenhouse,Zocdoc,"Client Success Manager, Enterprise Sales","New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7338884
Greenhouse,Zocdoc,"Content Marketing Manager, Research & Insights","New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7595295
Greenhouse,Zocdoc,"Data Scientist, Marketing","New York, NY",Hybrid,catered lunch,1,"...li> <li data-stringify-indent=""0"" data-stringify-border=""0"">Catered lunch every day along with beverages and snacks</li> <li data-str...",2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7349018
Greenhouse,Zocdoc,Enterprise Account Executive,"New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7772677
Greenhouse,Zocdoc,"Director, Product Management - Ads ","New York, NY",Hybrid,catered lunch,1,...imbursement</li> <li>Great Place to Work Certified</li> <li>Catered lunch everyday along with snacks</li> <li>Commuter Benefits</li>...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7699428
Greenhouse,Zocdoc,Integration Health Engineer,"New York, NY; USA Remote",Remote,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7659009
Greenhouse,Zocdoc,Group Product Marketing Manager: Provider Platform,"New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7395169
Greenhouse,Zocdoc,Internal Communications Manager,"New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7519909
Greenhouse,Zocdoc,"Manager, SMB Sales","New York, NY",Hybrid,catered lunch,1,"...li> <li data-stringify-indent=""0"" data-stringify-border=""0"">Catered lunch everyday along with beverages and snacks</li> <li data-stri...",2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/6812531
Greenhouse,Zocdoc,"Marketing Manager, Paid Social ","New York, NY",Hybrid,catered lunch,1,"...li> <li data-stringify-indent=""0"" data-stringify-border=""0"">Catered lunch everyday along with beverages and snacks</li> <li data-stri...",2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7750763
Greenhouse,Zocdoc,Paid Social Strategist,"New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7773566
Greenhouse,Zocdoc,Principal UX Researcher,"New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7677778
Greenhouse,Zocdoc,Principal Product Manager,"New York, NY",Hybrid,catered lunch,1,"...li> <li data-stringify-indent=""0"" data-stringify-border=""0"">Catered lunch everyday along with beverages and snacks</li> <li data-stri...",2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7204871
Greenhouse,Zocdoc,Senior Analytics Engineer,"New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7571797
Greenhouse,Zocdoc,"Senior Data Scientist, Marketplace","New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7740157
Greenhouse,Zocdoc,"Sales Executive, Ads","New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7553764
Greenhouse,Zocdoc,"Senior Associate, Commercial Operations & Strategy","New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7589469
Greenhouse,Zocdoc,"Senior Data Scientist, Provider Network","New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7746177
Greenhouse,Zocdoc,"Senior Director, Marketplace Product","New York, NY",Hybrid,catered lunch,1,"...ne reimbursement</li> <li data-start=""3017"" data-end=""3074"">Catered lunch every day along with beverages and snacks</li> <li data-sta...",2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7624671
Greenhouse,Zocdoc,"Senior Manager, Brand Social","New York, NY",Hybrid,catered lunch,1,"...li> <li data-stringify-indent=""0"" data-stringify-border=""0"">Catered lunch everyday along with beverages and snacks</li> <li data-stri...",2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7803676
Greenhouse,Zocdoc,Senior Product Designer,"New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7612536
Greenhouse,Zocdoc,Senior Revenue Enablement Lead - SMB,"New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7623866
Greenhouse,Zocdoc,"Senior Manager, Workplace Experience","New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7696573
Greenhouse,Zocdoc,Senior Revenue Enablement Lead - Sales Excellence,"New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7563692
Greenhouse,Zocdoc,Senior Site Reliability Engineer,"Silicon Valley, CA",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7736528
Greenhouse,Zocdoc,Senior Site Reliability Engineer,USA Remote,Remote,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7602324
Greenhouse,Zocdoc,Staff Analytics Engineer,"New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7659010
Greenhouse,Zocdoc,"Senior Software Engineer, Scheduling ","New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7713455
Greenhouse,Zocdoc,"Staff Data Scientist, Marketplace ","New York, NY",Hybrid,catered lunch,1,"...5328"" data-end=""5386""> <p data-start=""5330"" data-end=""5386"">Catered lunch everyday along with beverages and snacks</p> </li> <li data...",2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7560841
Greenhouse,Zocdoc,"Staff Product Manager, Bookings","New York, NY",Hybrid,catered lunch,1,"...ne reimbursement</li> <li data-start=""3017"" data-end=""3074"">Catered lunch every day along with beverages and snacks</li> <li data-sta...",2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7405773
Greenhouse,Zocdoc,"Staff Software Engineer, Data","New York, NY; USA Remote",Remote,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7700457
Greenhouse,Zocdoc,"Staff Software Engineer, Data Platform","New York, NY; USA Remote",Remote,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7699429
Greenhouse,Zocdoc,"Staff Software Engineer, iOS","New York, NY",Hybrid,catered lunch,1,"...li> <li data-stringify-indent=""0"" data-stringify-border=""0"">Catered lunch everyday along with beverages and snacks</li> <li data-stri...",2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7699431
Greenhouse,Zocdoc,"Staff Software Engineer (Front End), Appointment Management ","New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7445262
Greenhouse,Zocdoc,"Staff Software Engineer, Sponsored Results","New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7627949
Greenhouse,Zocdoc,"Staff Software Engineer, Marketplace","New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7445264
Greenhouse,Zocdoc,"Staff Software Engineer, Scheduling ","New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7713454
Greenhouse,Zocdoc,Technical Account Manager,"New York, NY",Hybrid,catered lunch,1,...ng reimbursement</li> <li>Cell phone reimbursement</li> <li>Catered lunch everyday along with beverages and snacks</li> <li>Employee...,2026-04-14,https://job-boards.greenhouse.io/zocdoc/jobs/7772675
